timestamp,dut,test_case_id,status,error_message
,1637,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1637,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1637,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1637,ptp_bc_hirschman_udp_mult_untag,,*
,1637,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 14:49:18,PTP-BC,,
,1638,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1638,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1638,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1638,ptp_bc_hirschman_udp_mult_untag,,*
,1638,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 14:49:48,PTP-BC,,
,1639,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1639,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,2024-10-15 15:02:32,PTP-BC,,
,1639,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1639,ptp_bc_hirschman_udp_mult_untag,,*
,1639,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 14:50:18,PTP-BC,,
,1640,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,2024-10-13 17:12:12,PTP-BC,,
,2024-10-13 18:26:26,PTP-BC,,
,2024-10-14 15:02:12,PTP-BC,,
,1640,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,2024-10-15 14:56:13,PTP-BC,,
,1640,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,2024-10-15 16:00:00,PTP-BC,,
,1640,ptp_bc_hirschman_udp_mult_untag,,*
,2024-10-15 17:16:50,PTP-BC,,
,1640,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 14:30:14,PTP-BC,,
,2024-10-16 14:45:33,PTP-BC,,
,1641,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,2024-10-13 17:12:07,PTP-BC,,
,2024-10-13 18:26:20,PTP-BC,,
,2024-10-14 15:02:09,PTP-BC,,
,1641,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,2024-10-15 14:56:07,PTP-BC,,
,1641,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,2024-10-15 15:59:54,PTP-BC,,
,1641,ptp_bc_hirschman_udp_mult_untag,,*
,2024-10-15 17:16:44,PTP-BC,,
,1641,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 14:30:11,PTP-BC,,
,2024-10-16 14:45:30,PTP-BC,,
,1642,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1642,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1642,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1642,ptp_bc_hirschman_udp_mult_untag,,*
,1642,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 14:29:41,PTP-BC,,
,2024-10-16 14:45:00,PTP-BC,,
,1643,ptp-tc_hirschman_ieee_tag__2step,,*
,2024-10-13 17:04:34,PTP-BC,,
,sequence id and req source port id of PDelay_Resp message matches with domain no,sequence id and source port id of PDelay_Req message respectively	admin	2024-10-13 17:05:42	PTP-BC	protocol/Ptp-bc/Testscript/tc_conf_ptp-bc_mtg_013.tcl,,
,1643,ptp-tc_hirshman_ieee_untag_1step,,*
,sequence id and req source port id of PDelay_Resp message matches with domain no,sequence id and source port id of PDelay_Req message respectively	admin	2024-10-13 18:19:58	PTP-BC	protocol/Ptp-bc/Testscript/tc_conf_ptp-bc_mtg_013.tcl,,
,sequence id and req source port id of PDelay_Resp message matches with domain no,sequence id and source port id of PDelay_Req message respectively	admin	2024-10-14 14:55:24	PTP-BC	protocol/Ptp-bc/Testscript/tc_conf_ptp-bc_mtg_013.tcl,,
,sequence id and req source port id of PDelay_Resp message matches with domain no,sequence id and source port id of PDelay_Req message respectively	admin	2024-10-15 14:49:22	PTP-BC	protocol/Ptp-bc/Testscript/tc_conf_ptp-bc_mtg_013.tcl,,
,sequence id and req source port id of PDelay_Resp message matches with domain no,sequence id and source port id of PDelay_Req message respectively	admin	2024-10-15 15:53:05	PTP-BC	protocol/Ptp-bc/Testscript/tc_conf_ptp-bc_mtg_013.tcl,,
,sequence id and req source port id of PDelay_Resp message matches with domain no,sequence id and source port id of PDelay_Req message respectively	admin	2024-10-15 17:09:33	PTP-BC	protocol/Ptp-bc/Testscript/tc_conf_ptp-bc_mtg_013.tcl,,
,1643,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 14:24:52,PTP-BC,,
,2024-10-16 14:40:08,PTP-BC,,
,1644,ptp-tc_hirschman_ieee_tag__2step,,*
,2024-10-13 17:04:47,PTP-BC,,
,1644,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,2024-10-13 17:06:15,PTP-BC,,
,2024-10-13 18:20:30,PTP-BC,,
,2024-10-14 14:56:01,PTP-BC,,
,1644,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1644,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,2024-10-15 15:53:39,PTP-BC,,
,1644,ptp_bc_hirschman_udp_mult_untag,,*
,2024-10-15 17:10:09,PTP-BC,,
,1644,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 14:25:22,PTP-BC,,
,2024-10-16 14:40:38,PTP-BC,,
,1645,ptp-tc_hirschman_ieee_tag__2step,,*
,2024-10-13 17:05:00,PTP-BC,,
,1645,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1645,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1645,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1645,ptp_bc_hirschman_udp_mult_untag,,*
,1645,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 14:25:52,PTP-BC,,
,2024-10-16 14:41:08,PTP-BC,,
,1646,ptp-tc_hirschman_ieee_tag__2step,,*
,2024-10-13 17:05:12,PTP-BC,,
,1646,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1646,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1646,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1646,ptp_bc_hirschman_udp_mult_untag,,*
,1646,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 14:26:21,PTP-BC,,
,2024-10-16 14:41:37,PTP-BC,,
,1647,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1647,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1647,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1647,ptp_bc_hirschman_udp_mult_untag,,*
,1647,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 14:26:47,PTP-BC,,
,2024-10-16 14:42:03,PTP-BC,,
,1648,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1648,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1648,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1648,ptp_bc_hirschman_udp_mult_untag,,*
,1648,ptp-tc_hirschman_pp2_tag_2step,,*
,1649,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1649,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1649,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1649,ptp_bc_hirschman_udp_mult_untag,,*
,1649,ptp-tc_hirschman_pp2_tag_2step,,*
,1650,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1650,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1650,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1650,ptp_bc_hirschman_udp_mult_untag,,*
,1650,ptp-tc_hirschman_pp2_tag_2step,,*
,1651,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1651,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1651,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1651,ptp_bc_hirschman_udp_mult_untag,,*
,1651,ptp-tc_hirschman_pp2_tag_2step,,*
,1652,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,2024-10-13 17:09:25,PTP-BC,,
,2024-10-13 18:23:41,PTP-BC,,
,2024-10-14 14:59:21,PTP-BC,,
,1652,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,2024-10-15 14:53:06,PTP-BC,,
,1652,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,2024-10-15 15:57:06,PTP-BC,,
,1652,ptp_bc_hirschman_udp_mult_untag,,*
,2024-10-15 17:13:35,PTP-BC,,
,1652,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 14:28:00,PTP-BC,,
,2024-10-16 14:43:17,PTP-BC,,
,1652,ptp_bc_sample,,*
,2025-01-08 13:45:00,PTP-BC,,
,2025-01-08 21:40:03,PTP-BC,,
,1653,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,2024-10-13 17:10:09,PTP-BC,,
,2024-10-13 18:24:23,PTP-BC,,
,2024-10-14 15:00:10,PTP-BC,,
,1653,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,2024-10-15 14:53:53,PTP-BC,,
,1653,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,2024-10-15 15:57:53,PTP-BC,,
,1653,ptp_bc_hirschman_udp_mult_untag,,*
,2024-10-15 17:14:25,PTP-BC,,
,1653,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 14:28:35,PTP-BC,,
,2024-10-16 14:43:52,PTP-BC,,
,1654,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,2024-10-13 17:10:47,PTP-BC,,
,2024-10-13 18:25:03,PTP-BC,,
,2024-10-14 15:00:50,PTP-BC,,
,1654,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,2024-10-15 14:54:36,PTP-BC,,
,1654,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,2024-10-15 15:58:33,PTP-BC,,
,1654,ptp_bc_hirschman_udp_mult_untag,,*
,2024-10-15 17:15:13,PTP-BC,,
,1654,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 14:29:05,PTP-BC,,
,2024-10-16 14:44:23,PTP-BC,,
,1655,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,2024-10-13 17:10:53,PTP-BC,,
,2024-10-13 18:25:08,PTP-BC,,
,2024-10-14 15:00:54,PTP-BC,,
,1655,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,2024-10-15 14:54:46,PTP-BC,,
,1655,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,2024-10-15 15:58:39,PTP-BC,,
,1655,ptp_bc_hirschman_udp_mult_untag,,*
,2024-10-15 17:15:23,PTP-BC,,
,1655,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 14:29:08,PTP-BC,,
,2024-10-16 14:44:27,PTP-BC,,
,1656,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,admin,2024-10-13 17:11:00,,protocol/Ptp-bc/Testscript/tc_conf_ptp-bc_pcg_005.tcl
,admin,2024-10-13 18:25:14,,protocol/Ptp-bc/Testscript/tc_conf_ptp-bc_pcg_005.tcl
,admin,2024-10-14 15:00:58,,protocol/Ptp-bc/Testscript/tc_conf_ptp-bc_pcg_005.tcl
,1656,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,admin,2024-10-15 14:54:54,,protocol/Ptp-bc/Testscript/tc_conf_ptp-bc_pcg_005.tcl
,1656,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,admin,2024-10-15 15:58:45,,protocol/Ptp-bc/Testscript/tc_conf_ptp-bc_pcg_005.tcl
,1656,ptp_bc_hirschman_udp_mult_untag,,*
,admin,2024-10-15 17:15:33,,protocol/Ptp-bc/Testscript/tc_conf_ptp-bc_pcg_005.tcl
,1656,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 14:29:11,PTP-BC,,
,2024-10-16 14:44:30,PTP-BC,,
,1657,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,2024-10-13 17:18:41,PTP-BC,,
,2024-10-13 18:32:59,PTP-BC,,
,2024-10-14 15:09:00,PTP-BC,,
,1657,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,2024-10-15 15:02:44,PTP-BC,,
,1657,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,2024-10-15 16:06:42,PTP-BC,,
,1657,ptp_bc_hirschman_udp_mult_untag,,*
,2024-10-15 17:24:05,PTP-BC,,
,1657,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 14:50:48,PTP-BC,,
,1658,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,2024-10-13 17:19:18,PTP-BC,,
,2024-10-13 18:33:33,PTP-BC,,
,2024-10-14 15:09:37,PTP-BC,,
,1658,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,2024-10-15 15:03:18,PTP-BC,,
,1658,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,2024-10-15 16:07:20,PTP-BC,,
,1658,ptp_bc_hirschman_udp_mult_untag,,*
,2024-10-15 17:24:44,PTP-BC,,
,1658,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 14:51:17,PTP-BC,,
,1659,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,2024-10-13 17:19:23,PTP-BC,,
,2024-10-13 18:33:38,PTP-BC,,
,2024-10-14 15:09:41,PTP-BC,,
,1659,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,2024-10-15 15:03:55,PTP-BC,,
,1659,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,2024-10-15 16:07:28,PTP-BC,,
,1659,ptp_bc_hirschman_udp_mult_untag,,*
,2024-10-15 17:24:50,PTP-BC,,
,1659,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 14:51:21,PTP-BC,,
,1660,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,2024-10-13 17:30:58,PTP-BC,,
,2024-10-13 18:45:13,PTP-BC,,
,2024-10-14 15:21:55,PTP-BC,,
,1660,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,2024-10-15 15:16:48,PTP-BC,,
,1660,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,2024-10-15 16:19:47,PTP-BC,,
,1660,ptp_bc_hirschman_udp_mult_untag,,*
,2024-10-15 17:37:15,PTP-BC,,
,1660,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 14:58:13,PTP-BC,,
,1661,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,2024-10-13 17:31:30,PTP-BC,,
,2024-10-13 18:45:47,PTP-BC,,
,2024-10-14 15:22:32,PTP-BC,,
,1661,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,2024-10-15 15:16:54,PTP-BC,,
,1661,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,2024-10-15 16:20:23,PTP-BC,,
,1661,ptp_bc_hirschman_udp_mult_untag,,*
,2024-10-15 17:37:51,PTP-BC,,
,1661,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 14:58:42,PTP-BC,,
,1662,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,2024-10-13 17:32:03,PTP-BC,,
,2024-10-13 18:46:20,PTP-BC,,
,2024-10-14 15:23:10,PTP-BC,,
,1662,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,2024-10-15 15:16:59,PTP-BC,,
,1662,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,2024-10-15 16:20:59,PTP-BC,,
,1662,ptp_bc_hirschman_udp_mult_untag,,*
,2024-10-15 17:38:29,PTP-BC,,
,1662,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 14:59:12,PTP-BC,,
,1663,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,2024-10-13 17:32:49,PTP-BC,,
,2024-10-13 18:47:06,PTP-BC,,
,2024-10-14 15:23:58,PTP-BC,,
,1663,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,2024-10-15 15:17:47,PTP-BC,,
,1663,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,2024-10-15 16:21:48,PTP-BC,,
,1663,ptp_bc_hirschman_udp_mult_untag,,*
,2024-10-15 17:39:19,PTP-BC,,
,1663,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 14:59:42,PTP-BC,,
,1664,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,2024-10-13 17:33:35,PTP-BC,,
,2024-10-13 18:47:52,PTP-BC,,
,2024-10-14 15:24:47,PTP-BC,,
,1664,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,2024-10-15 15:18:38,PTP-BC,,
,1664,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,2024-10-15 16:22:36,PTP-BC,,
,1664,ptp_bc_hirschman_udp_mult_untag,,*
,2024-10-15 17:40:08,PTP-BC,,
,1664,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 15:00:11,PTP-BC,,
,1665,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1665,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1665,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1665,ptp_bc_hirschman_udp_mult_untag,,*
,1665,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 15:00:27,PTP-BC,,
,1666,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,2024-10-13 17:35:22,PTP-BC,,
,2024-10-13 18:49:38,PTP-BC,,
,2024-10-14 15:26:38,PTP-BC,,
,1666,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,2024-10-15 15:20:28,PTP-BC,,
,1666,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,2024-10-15 16:24:26,PTP-BC,,
,1666,ptp_bc_hirschman_udp_mult_untag,,*
,2024-10-15 17:42:02,PTP-BC,,
,1666,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 15:00:53,PTP-BC,,
,1667,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,2024-10-13 17:35:59,PTP-BC,,
,2024-10-13 18:50:15,PTP-BC,,
,2024-10-14 15:27:17,PTP-BC,,
,1667,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,2024-10-15 15:21:08,PTP-BC,,
,1667,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,2024-10-15 16:25:10,PTP-BC,,
,1667,ptp_bc_hirschman_udp_mult_untag,,*
,2024-10-15 17:42:55,PTP-BC,,
,1667,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 15:01:23,PTP-BC,,
,1668,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,2024-10-13 17:36:04,PTP-BC,,
,2024-10-13 18:50:22,PTP-BC,,
,2024-10-14 15:27:21,PTP-BC,,
,1668,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,2024-10-15 15:21:14,PTP-BC,,
,1668,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,2024-10-15 16:25:16,PTP-BC,,
,1668,ptp_bc_hirschman_udp_mult_untag,,*
,2024-10-15 17:43:01,PTP-BC,,
,1668,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 15:01:26,PTP-BC,,
,1669,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,2024-10-13 17:36:09,PTP-BC,,
,2024-10-13 18:50:28,PTP-BC,,
,2024-10-14 15:27:25,PTP-BC,,
,1669,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,2024-10-15 15:21:22,PTP-BC,,
,1669,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,2024-10-15 16:25:25,PTP-BC,,
,1669,ptp_bc_hirschman_udp_mult_untag,,*
,2024-10-15 17:43:07,PTP-BC,,
,1669,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 15:01:29,PTP-BC,,
,1670,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1670,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1670,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1670,ptp_bc_hirschman_udp_mult_untag,,*
,1670,ptp-tc_hirschman_pp2_tag_2step,,*
,1671,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1671,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1671,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1671,ptp_bc_hirschman_udp_mult_untag,,*
,1671,ptp-tc_hirschman_pp2_tag_2step,,*
,1672,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1672,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1672,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1672,ptp_bc_hirschman_udp_mult_untag,,*
,1672,ptp-tc_hirschman_pp2_tag_2step,,*
,1673,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1673,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1673,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1673,ptp_bc_hirschman_udp_mult_untag,,*
,1673,ptp-tc_hirschman_pp2_tag_2step,,*
,1674,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1674,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1674,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1674,ptp_bc_hirschman_udp_mult_untag,,*
,1674,ptp-tc_hirschman_pp2_tag_2step,,*
,1675,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1675,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1675,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1675,ptp_bc_hirschman_udp_mult_untag,,*
,1675,ptp-tc_hirschman_pp2_tag_2step,,*
,1676,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1676,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1676,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1676,ptp_bc_hirschman_udp_mult_untag,,*
,1676,ptp-tc_hirschman_pp2_tag_2step,,*
,1677,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1677,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1677,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1677,ptp_bc_hirschman_udp_mult_untag,,*
,1677,ptp-tc_hirschman_pp2_tag_2step,,*
,1678,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1678,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1678,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1678,ptp_bc_hirschman_udp_mult_untag,,*
,1678,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 14:51:57,PTP-BC,,
,1679,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1679,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1679,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1679,ptp_bc_hirschman_udp_mult_untag,,*
,1679,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 14:52:34,PTP-BC,,
,1680,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1680,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1680,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1680,ptp_bc_hirschman_udp_mult_untag,,*
,1680,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 14:53:12,PTP-BC,,
,1681,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1681,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1681,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1681,ptp_bc_hirschman_udp_mult_untag,,*
,1681,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 14:53:31,PTP-BC,,
,1682,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1682,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1682,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1682,ptp_bc_hirschman_udp_mult_untag,,*
,1682,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 14:53:50,PTP-BC,,
,1683,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1683,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1683,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1683,ptp_bc_hirschman_udp_mult_untag,,*
,1683,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 14:54:08,PTP-BC,,
,1684,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1684,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1684,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1684,ptp_bc_hirschman_udp_mult_untag,,*
,1684,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 14:54:41,PTP-BC,,
,1685,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1685,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1685,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1685,ptp_bc_hirschman_udp_mult_untag,,*
,1685,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 14:55:20,PTP-BC,,
,1686,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,admin,2024-10-13 17:26:55,,protocol/Ptp-bc/Testscript/tc_conf_ptp-bc_smg_017.tcl
,admin,2024-10-13 18:41:09,,protocol/Ptp-bc/Testscript/tc_conf_ptp-bc_smg_017.tcl
,admin,2024-10-14 15:17:35,,protocol/Ptp-bc/Testscript/tc_conf_ptp-bc_smg_017.tcl
,1686,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,admin,2024-10-15 15:12:22,,protocol/Ptp-bc/Testscript/tc_conf_ptp-bc_smg_017.tcl
,1686,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,admin,2024-10-15 16:15:31,,protocol/Ptp-bc/Testscript/tc_conf_ptp-bc_smg_017.tcl
,1686,ptp_bc_hirschman_udp_mult_untag,,*
,admin,2024-10-15 17:32:51,,protocol/Ptp-bc/Testscript/tc_conf_ptp-bc_smg_017.tcl
,1686,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 14:55:52,PTP-BC,,
,1687,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,admin,2024-10-13 17:27:30,,protocol/Ptp-bc/Testscript/tc_conf_ptp-bc_smg_018.tcl
,admin,2024-10-13 18:41:43,,protocol/Ptp-bc/Testscript/tc_conf_ptp-bc_smg_018.tcl
,admin,2024-10-14 15:18:12,,protocol/Ptp-bc/Testscript/tc_conf_ptp-bc_smg_018.tcl
,1687,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,admin,2024-10-15 15:12:59,,protocol/Ptp-bc/Testscript/tc_conf_ptp-bc_smg_018.tcl
,1687,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,admin,2024-10-15 16:16:07,,protocol/Ptp-bc/Testscript/tc_conf_ptp-bc_smg_018.tcl
,1687,ptp_bc_hirschman_udp_mult_untag,,*
,admin,2024-10-15 17:33:29,,protocol/Ptp-bc/Testscript/tc_conf_ptp-bc_smg_018.tcl
,1687,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 14:56:11,PTP-BC,,
,1688,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1688,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1688,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1688,ptp_bc_hirschman_udp_mult_untag,,*
,1688,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 14:56:37,PTP-BC,,
,1689,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
,1689,ptp_bc_hirshman_ieee_mul_untag_one_step,,*
,1689,ptp-bc_hirshman_ieee_mul_untag_2step,,*
,1689,ptp_bc_hirschman_udp_mult_untag,,*
,1689,ptp-tc_hirschman_pp2_tag_2step,,*
,1690,ptp_bc_hirshman_ieee_mul_tag_two_step,,*
