timestamp,dut,test_case_id,status,error_message
,1536,ptp_hirschman_oc_default,,*
,2024-10-12 18:09:11,PTP-OC,,
,1536,ptp-oc_default_profile,,*
,2024-10-21 13:05:00,PTP-OC,,
,1536,ptp-oc_default_ieee_multicast,,*
,2024-10-21 18:38:08,PTP-OC,,
,1536,Ptp-oc_telecom_js,,*
,1536,ptp_oc_hir_udp_mul_untag_def,,*
,2024-11-01 17:50:38,PTP-OC,,
,1536,ptp_oc_ieee_untag_hirschmann,,*
,2024-11-04 13:47:50,PTP-OC,,
,1536,ptp_oc_ieee_tag_hirschmann,,*
,2024-11-04 14:58:04,PTP-OC,,
,1536,ptp_oc_ieee_untag_1step,,*
,2024-11-04 16:19:35,PTP-OC,,
,1536,ptp_oc_ieee_untag_slave_only,,*
,2024-11-05 12:11:24,PTP-OC,,
,1537,ptp_hirschman_oc_default,,*
,2024-10-12 18:09:16,PTP-OC,,
,1537,ptp-oc_default_profile,,*
,2024-10-21 13:05:03,PTP-OC,,
,1537,ptp-oc_default_ieee_multicast,,*
,2024-10-21 18:38:12,PTP-OC,,
,1537,Ptp-oc_telecom_js,,*
,1537,ptp_oc_hir_udp_mul_untag_def,,*
,2024-11-01 17:47:32,PTP-OC,,
,1537,ptp_oc_ieee_untag_hirschmann,,*
,2024-11-04 13:44:54,PTP-OC,,
,1537,ptp_oc_ieee_tag_hirschmann,,*
,2024-11-04 14:54:52,PTP-OC,,
,1537,ptp_oc_ieee_untag_1step,,*
,2024-11-04 16:16:38,PTP-OC,,
,1537,ptp_oc_ieee_untag_slave_only,,*
,2024-11-05 12:10:23,PTP-OC,,
,1538,ptp_hirschman_oc_default,,*
,2024-10-12 18:09:22,PTP-OC,,
,1538,ptp-oc_default_profile,,*
,2024-10-21 13:05:07,PTP-OC,,
,1538,ptp-oc_default_ieee_multicast,,*
,2024-10-21 18:38:15,PTP-OC,,
,1538,Ptp-oc_telecom_js,,*
,1538,ptp_oc_hir_udp_mul_untag_def,,*
,2024-11-01 17:47:36,PTP-OC,,
,1538,ptp_oc_ieee_untag_hirschmann,,*
,2024-11-04 13:44:57,PTP-OC,,
,1538,ptp_oc_ieee_tag_hirschmann,,*
,2024-11-04 14:54:55,PTP-OC,,
,1538,ptp_oc_ieee_untag_1step,,*
,2024-11-04 16:16:42,PTP-OC,,
,1538,ptp_oc_ieee_untag_slave_only,,*
,2024-11-05 12:10:26,PTP-OC,,
,1539,ptp_hirschman_oc_default,,*
,2024-10-12 18:10:11,PTP-OC,,
,1539,ptp-oc_default_profile,,*
,2024-10-21 13:05:52,PTP-OC,,
,1539,ptp-oc_default_ieee_multicast,,*
,2024-10-21 18:40:16,PTP-OC,,
,1539,Ptp-oc_telecom_js,,*
,1539,ptp_oc_hir_udp_mul_untag_def,,*
,2024-11-01 17:50:41,PTP-OC,,
,1539,ptp_oc_ieee_untag_hirschmann,,*
,2024-11-04 13:47:53,PTP-OC,,
,1539,ptp_oc_ieee_tag_hirschmann,,*
,2024-11-04 14:58:07,PTP-OC,,
,1539,ptp_oc_ieee_untag_1step,,*
,2024-11-04 16:19:39,PTP-OC,,
,1539,ptp_oc_ieee_untag_slave_only,,*
,2024-11-05 12:11:27,PTP-OC,,
,1540,ptp_hirschman_oc_default,,*
,2024-10-12 18:10:16,PTP-OC,,
,1540,ptp-oc_default_profile,,*
,2024-10-21 13:05:56,PTP-OC,,
,1540,ptp-oc_default_ieee_multicast,,*
,2024-10-21 18:40:19,PTP-OC,,
,1540,Ptp-oc_telecom_js,,*
,1540,ptp_oc_hir_udp_mul_untag_def,,*
,2024-11-01 17:50:44,PTP-OC,,
,1540,ptp_oc_ieee_untag_hirschmann,,*
,2024-11-04 13:47:56,PTP-OC,,
,1540,ptp_oc_ieee_tag_hirschmann,,*
,2024-11-04 14:58:11,PTP-OC,,
,1540,ptp_oc_ieee_untag_1step,,*
,2024-11-04 16:19:42,PTP-OC,,
,1540,ptp_oc_ieee_untag_slave_only,,*
,2024-11-04 16:52:28,PTP-OC,,
,2024-11-05 11:43:20,PTP-OC,,
,2024-11-05 12:12:02,PTP-OC,,
,1541,ptp_hirschman_oc_default,,*
,1541,ptp-oc_default_profile,,*
,1541,ptp-oc_default_ieee_multicast,,*
,1541,Ptp-oc_telecom_js,,*
,1541,ptp_oc_hir_udp_mul_untag_def,,*
,1541,ptp_oc_ieee_untag_hirschmann,,*
,1541,ptp_oc_ieee_tag_hirschmann,,*
,1541,ptp_oc_ieee_untag_1step,,*
,1541,ptp_oc_ieee_untag_slave_only,,*
,2024-11-04 17:28:10,PTP-OC,,
,1542,ptp_hirschman_oc_default,,*
,1542,ptp-oc_default_profile,,*
,1542,ptp-oc_default_ieee_multicast,,*
,1542,Ptp-oc_telecom_js,,*
,1542,ptp_oc_hir_udp_mul_untag_def,,*
,1542,ptp_oc_ieee_untag_hirschmann,,*
,1542,ptp_oc_ieee_tag_hirschmann,,*
,1542,ptp_oc_ieee_untag_1step,,*
,1542,ptp_oc_ieee_untag_slave_only,,*
,2024-11-05 12:14:20,PTP-OC,,
,1543,ptp_hirschman_oc_default,,*
,2024-10-12 18:13:07,PTP-OC,,
,1543,ptp-oc_default_profile,,*
,2024-10-21 13:08:47,PTP-OC,,
,1543,ptp-oc_default_ieee_multicast,,*
,2024-10-21 18:48:07,PTP-OC,,
,1543,Ptp-oc_telecom_js,,*
,1543,ptp_oc_hir_udp_mul_untag_def,,*
,2024-11-01 17:53:41,PTP-OC,,
,1543,ptp_oc_ieee_untag_hirschmann,,*
,2024-11-04 13:50:48,PTP-OC,,
,1543,ptp_oc_ieee_tag_hirschmann,,*
,2024-11-04 15:01:13,PTP-OC,,
,1543,ptp_oc_ieee_untag_1step,,*
,2024-11-04 16:22:32,PTP-OC,,
,1543,ptp_oc_ieee_untag_slave_only,,*
,2024-11-05 11:03:04,PTP-OC,,
,1544,ptp_hirschman_oc_default,,*
,2024-10-12 18:08:22,PTP-OC,,
,1544,ptp-oc_default_profile,,*
,2024-10-21 13:04:12,PTP-OC,,
,1544,ptp-oc_default_ieee_multicast,,*
,2024-10-21 18:33:53,PTP-OC,,
,1544,Ptp-oc_telecom_js,,*
,1544,ptp_oc_hir_udp_mul_untag_def,,*
,2024-11-01 17:53:44,PTP-OC,,
,1544,ptp_oc_ieee_untag_hirschmann,,*
,2024-11-04 13:50:51,PTP-OC,,
,1544,ptp_oc_ieee_tag_hirschmann,,*
,2024-11-04 15:01:17,PTP-OC,,
,1544,ptp_oc_ieee_untag_1step,,*
,2024-11-04 16:22:35,PTP-OC,,
,1544,ptp_oc_ieee_untag_slave_only,,*
,1545,ptp_hirschman_oc_default,,*
,1545,ptp-oc_default_profile,,*
,1545,ptp-oc_default_ieee_multicast,,*
,1545,Ptp-oc_telecom_js,,*
,1545,ptp_oc_hir_udp_mul_untag_def,,*
,1545,ptp_oc_ieee_untag_hirschmann,,*
,1545,ptp_oc_ieee_tag_hirschmann,,*
,1545,ptp_oc_ieee_untag_1step,,*
,1545,ptp_oc_ieee_untag_slave_only,,*
,2024-11-05 12:15:49,PTP-OC,,
,1546,ptp_hirschman_oc_default,,*
,1546,ptp-oc_default_profile,,*
,1546,ptp-oc_default_ieee_multicast,,*
,1546,Ptp-oc_telecom_js,,*
,1546,ptp_oc_hir_udp_mul_untag_def,,*
,1546,ptp_oc_ieee_untag_hirschmann,,*
,1546,ptp_oc_ieee_tag_hirschmann,,*
,1546,ptp_oc_ieee_untag_1step,,*
,1546,ptp_oc_ieee_untag_slave_only,,*
,1547,ptp_hirschman_oc_default,,*
,1547,ptp-oc_default_profile,,*
,1547,ptp-oc_default_ieee_multicast,,*
,1547,Ptp-oc_telecom_js,,*
,1547,ptp_oc_hir_udp_mul_untag_def,,*
,1547,ptp_oc_ieee_untag_hirschmann,,*
,1547,ptp_oc_ieee_tag_hirschmann,,*
,1547,ptp_oc_ieee_untag_1step,,*
,1547,ptp_oc_ieee_untag_slave_only,,*
,1548,ptp_hirschman_oc_default,,*
,1548,ptp-oc_default_profile,,*
,1548,ptp-oc_default_ieee_multicast,,*
,1548,Ptp-oc_telecom_js,,*
,1548,ptp_oc_hir_udp_mul_untag_def,,*
,1548,ptp_oc_ieee_untag_hirschmann,,*
,1548,ptp_oc_ieee_tag_hirschmann,,*
,1548,ptp_oc_ieee_untag_1step,,*
,1548,ptp_oc_ieee_untag_slave_only,,*
,1549,ptp_hirschman_oc_default,,*
,1549,ptp-oc_default_profile,,*
,1549,ptp-oc_default_ieee_multicast,,*
,1549,Ptp-oc_telecom_js,,*
,1549,ptp_oc_hir_udp_mul_untag_def,,*
,1549,ptp_oc_ieee_untag_hirschmann,,*
,1549,ptp_oc_ieee_tag_hirschmann,,*
,1549,ptp_oc_ieee_untag_1step,,*
,1549,ptp_oc_ieee_untag_slave_only,,*
,1550,ptp_hirschman_oc_default,,*
,1550,ptp-oc_default_profile,,*
,1550,ptp-oc_default_ieee_multicast,,*
,1550,Ptp-oc_telecom_js,,*
,1550,ptp_oc_hir_udp_mul_untag_def,,*
,1550,ptp_oc_ieee_untag_hirschmann,,*
,1550,ptp_oc_ieee_tag_hirschmann,,*
,1550,ptp_oc_ieee_untag_1step,,*
,1550,ptp_oc_ieee_untag_slave_only,,*
,1551,ptp_hirschman_oc_default,,*
,1551,ptp-oc_default_profile,,*
,1551,ptp-oc_default_ieee_multicast,,*
,1551,Ptp-oc_telecom_js,,*
,1551,ptp_oc_hir_udp_mul_untag_def,,*
,1551,ptp_oc_ieee_untag_hirschmann,,*
,1551,ptp_oc_ieee_tag_hirschmann,,*
,1551,ptp_oc_ieee_untag_1step,,*
,1551,ptp_oc_ieee_untag_slave_only,,*
,2024-11-05 12:21:04,PTP-OC,,
,1552,ptp_hirschman_oc_default,,*
,1552,ptp-oc_default_profile,,*
,1552,ptp-oc_default_ieee_multicast,,*
,1552,Ptp-oc_telecom_js,,*
,1552,ptp_oc_hir_udp_mul_untag_def,,*
,1552,ptp_oc_ieee_untag_hirschmann,,*
,1552,ptp_oc_ieee_tag_hirschmann,,*
,1552,ptp_oc_ieee_untag_1step,,*
,1552,ptp_oc_ieee_untag_slave_only,,*
,1553,ptp_hirschman_oc_default,,*
,1553,ptp-oc_default_profile,,*
,1553,ptp-oc_default_ieee_multicast,,*
,1553,Ptp-oc_telecom_js,,*
,1553,ptp_oc_hir_udp_mul_untag_def,,*
,1553,ptp_oc_ieee_untag_hirschmann,,*
,1553,ptp_oc_ieee_tag_hirschmann,,*
,1553,ptp_oc_ieee_untag_1step,,*
,1553,ptp_oc_ieee_untag_slave_only,,*
,2024-11-05 12:21:56,PTP-OC,,
,1554,ptp_hirschman_oc_default,,*
,2024-10-12 18:05:34,PTP-OC,,
,1554,ptp-oc_default_profile,,*
,2024-10-21 13:01:26,PTP-OC,,
,1554,ptp-oc_default_ieee_multicast,,*
,2024-10-21 18:25:11,PTP-OC,,
,1554,Ptp-oc_telecom_js,,*
,1554,ptp_oc_hir_udp_mul_untag_def,,*
,2024-11-01 18:02:09,PTP-OC,,
,1554,ptp_oc_ieee_untag_hirschmann,,*
,2024-11-04 13:59:01,PTP-OC,,
,1554,ptp_oc_ieee_tag_hirschmann,,*
,2024-11-04 15:10:02,PTP-OC,,
,1554,ptp_oc_ieee_untag_1step,,*
,2024-11-04 16:30:45,PTP-OC,,
,1554,ptp_oc_ieee_untag_slave_only,,*
,2024-11-05 12:22:00,PTP-OC,,
,1555,ptp_hirschman_oc_default,,*
,admin,2024-10-12 18:06:03,,protocol/Ptp-oc/Testscript/tc_conf_ptp-oc_smg_020.tcl
,1555,ptp-oc_default_profile,,*
,admin,2024-10-21 13:01:55,,protocol/Ptp-oc/Testscript/tc_conf_ptp-oc_smg_020.tcl
,1555,ptp-oc_default_ieee_multicast,,*
,admin,2024-10-21 18:27:14,,protocol/Ptp-oc/Testscript/tc_conf_ptp-oc_smg_020.tcl
,1555,Ptp-oc_telecom_js,,*
,1555,ptp_oc_hir_udp_mul_untag_def,,*
,admin,2024-11-01 18:02:40,,protocol/Ptp-oc/Testscript/tc_conf_ptp-oc_smg_020.tcl
,1555,ptp_oc_ieee_untag_hirschmann,,*
,admin,2024-11-04 13:59:31,,protocol/Ptp-oc/Testscript/tc_conf_ptp-oc_smg_020.tcl
,1555,ptp_oc_ieee_tag_hirschmann,,*
,admin,2024-11-04 15:10:35,,protocol/Ptp-oc/Testscript/tc_conf_ptp-oc_smg_020.tcl
,1555,ptp_oc_ieee_untag_1step,,*
,admin,2024-11-04 16:31:15,,protocol/Ptp-oc/Testscript/tc_conf_ptp-oc_smg_020.tcl
,1555,ptp_oc_ieee_untag_slave_only,,*
,admin,2024-11-05 12:22:29,,protocol/Ptp-oc/Testscript/tc_conf_ptp-oc_smg_020.tcl
,1556,ptp_hirschman_oc_default,,*
,1556,ptp-oc_default_profile,,*
,1556,ptp-oc_default_ieee_multicast,,*
,1556,Ptp-oc_telecom_js,,*
,1556,ptp_oc_hir_udp_mul_untag_def,,*
,1556,ptp_oc_ieee_untag_hirschmann,,*
,1556,ptp_oc_ieee_tag_hirschmann,,*
,1556,ptp_oc_ieee_untag_1step,,*
,1556,ptp_oc_ieee_untag_slave_only,,*
,1692,ptp-tc_hirschman_ieee_tag__2step,,*
,2024-10-13 15:59:13,PTP-TC,,
,2024-10-13 16:00:07,PTP-TC,,
,2024-10-13 16:01:29,PTP-TC,,
,2024-10-14 11:17:22,PTP-TC,,
,2024-10-14 11:19:52,PTP-TC,,
,2024-10-14 12:24:50,PTP-TC,,
,2024-10-14 12:53:19,PTP-TC,,
,1692,ptp-tc_hirshman_ieee_untag_1step,,*
,2024-10-14 13:19:38,PTP-TC,,
,2024-10-14 13:26:07,PTP-TC,,
,1692,ptp-tc_hirshman_ieee_untag_2step,,*
,2024-10-14 13:45:21,PTP-TC,,
,1692,ptp-tc_hirshman_pp1_tag_2step,,*
,2024-10-14 14:36:03,PTP-TC,,
,1692,ptp-tc_hirshman_udp_unicast_untag_2step,,*
,2024-10-15 13:50:36,PTP-TC,,
,1692,ptp-tc_hirshman_udp_mul_untag_2step,,*
,2024-10-15 18:31:51,PTP-TC,,
,2024-10-15 18:48:24,PTP-TC,,
,1692,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 12:14:50,PTP-TC,,
,2024-10-16 14:32:43,PTP-TC,,
,2024-10-16 14:34:39,PTP-TC,,
,2024-10-16 14:36:03,PTP-TC,,
,2024-10-16 15:32:24,PTP-TC,,
,1692,ptp-tc_hirschman_iec_tag_2step,,*
,2024-10-16 19:16:45,PTP-TC,,
,1692,ptp-tc_hirshman_pp1_untag_2step,,*
,2024-10-16 19:38:09,PTP-TC,,
,2024-10-17 11:27:41,PTP-TC,,
,2024-10-17 12:49:13,PTP-TC,,
,1692,ptp-tc_hirschman_iec_utility,,*
,2024-10-17 13:43:20,PTP-TC,,
,2024-10-17 15:09:52,PTP-TC,,
,2024-10-17 15:16:16,PTP-TC,,
,2024-10-17 17:25:22,PTP-TC,,
,2024-10-17 17:54:07,PTP-TC,,
,1693,ptp-tc_hirschman_ieee_tag__2step,,*
,2024-10-13 16:03:55,PTP-TC,,
,1693,ptp-tc_hirshman_udp_mul_untag_2step,,*
,2024-10-13 16:16:37,PTP-TC,,
,2024-10-14 11:29:48,PTP-TC,,
,2024-10-14 12:34:40,PTP-TC,,
,2024-10-14 13:03:06,PTP-TC,,
,1693,ptp-tc_hirshman_ieee_untag_1step,,*
,2024-10-14 13:33:09,PTP-TC,,
,1693,ptp-tc_hirshman_ieee_untag_2step,,*
,2024-10-14 13:54:09,PTP-TC,,
,1693,ptp-tc_hirshman_pp1_tag_2step,,*
,2024-10-14 14:43:41,PTP-TC,,
,2024-10-15 18:38:41,PTP-TC,,
,1693,ptp-tc_hirshman_udp_unicast_untag_2step,,*
,2024-10-15 19:08:53,PTP-TC,,
,1693,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 15:39:59,PTP-TC,,
,1693,ptp-tc_hirschman_iec_tag_2step,,*
,2024-10-16 19:24:20,PTP-TC,,
,1693,ptp-tc_hirshman_pp1_untag_2step,,*
,2024-10-16 19:46:14,PTP-TC,,
,2024-10-17 12:56:51,PTP-TC,,
,1693,ptp-tc_hirschman_iec_utility,,*
,2024-10-17 13:50:57,PTP-TC,,
,2024-10-17 15:27:19,PTP-TC,,
,2024-10-17 17:33:01,PTP-TC,,
,2024-10-17 18:04:27,PTP-TC,,
,1694,ptp-tc_hirschman_ieee_tag__2step,,*
,2024-10-13 16:05:01,PTP-TC,,
,2024-10-14 11:29:52,PTP-TC,,
,2024-10-14 12:34:44,PTP-TC,,
,2024-10-14 13:03:10,PTP-TC,,
,1694,ptp-tc_hirshman_ieee_untag_1step,,*
,2024-10-14 13:33:13,PTP-TC,,
,1694,ptp-tc_hirshman_ieee_untag_2step,,*
,2024-10-14 13:54:13,PTP-TC,,
,1694,ptp-tc_hirshman_pp1_tag_2step,,*
,2024-10-14 14:43:45,PTP-TC,,
,1694,ptp-tc_hirshman_udp_mul_untag_2step,,*
,2024-10-15 18:39:25,PTP-TC,,
,1694,ptp-tc_hirshman_udp_unicast_untag_2step,,*
,2024-10-15 19:10:25,PTP-TC,,
,1694,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 15:40:02,PTP-TC,,
,1694,ptp-tc_hirschman_iec_tag_2step,,*
,2024-10-16 19:24:24,PTP-TC,,
,1694,ptp-tc_hirshman_pp1_untag_2step,,*
,2024-10-16 19:46:17,PTP-TC,,
,2024-10-17 12:56:55,PTP-TC,,
,1694,ptp-tc_hirschman_iec_utility,,*
,2024-10-17 13:51:00,PTP-TC,,
,2024-10-17 15:28:05,PTP-TC,,
,2024-10-17 17:33:05,PTP-TC,,
,2024-10-17 18:05:59,PTP-TC,,
,1695,ptp-tc_hirschman_ieee_tag__2step,,*
,1695,ptp-tc_hirshman_ieee_untag_1step,,*
,1695,ptp-tc_hirshman_ieee_untag_2step,,*
,1695,ptp-tc_hirshman_pp1_tag_2step,,*
,1695,ptp-tc_hirshman_udp_mul_untag_2step,,*
,2024-10-15 18:40:10,PTP-TC,,
,1695,ptp-tc_hirshman_udp_unicast_untag_2step,,*
,2024-10-15 19:11:55,PTP-TC,,
,1695,ptp-tc_hirschman_pp2_tag_2step,,*
,1695,ptp-tc_hirschman_iec_tag_2step,,*
,1695,ptp-tc_hirshman_pp1_untag_2step,,*
,1695,ptp-tc_hirschman_iec_utility,,*
,2024-10-17 15:09:59,PTP-TC,,
,2024-10-17 15:12:09,PTP-TC,,
,2024-10-17 15:29:00,PTP-TC,,
,2024-10-17 18:06:54,PTP-TC,,
,1696,ptp-tc_hirschman_ieee_tag__2step,,*
,2024-10-13 16:05:18,PTP-TC,,
,1696,ptp-tc_hirshman_ieee_untag_1step,,*
,2024-10-13 16:07:59,PTP-TC,,
,2024-10-13 16:14:11,PTP-TC,,
,2024-10-14 11:29:59,PTP-TC,,
,2024-10-14 12:34:51,PTP-TC,,
,2024-10-14 13:03:18,PTP-TC,,
,2024-10-14 13:33:20,PTP-TC,,
,1696,ptp-tc_hirshman_ieee_untag_2step,,*
,2024-10-14 13:54:20,PTP-TC,,
,1696,ptp-tc_hirshman_pp1_tag_2step,,*
,2024-10-14 14:43:52,PTP-TC,,
,1696,ptp-tc_hirshman_udp_mul_untag_2step,,*
,2024-10-15 18:40:56,PTP-TC,,
,1696,ptp-tc_hirshman_udp_unicast_untag_2step,,*
,2024-10-15 19:13:24,PTP-TC,,
,1696,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 15:40:09,PTP-TC,,
,1696,ptp-tc_hirschman_iec_tag_2step,,*
,2024-10-16 19:24:31,PTP-TC,,
,1696,ptp-tc_hirshman_pp1_untag_2step,,*
,2024-10-16 19:46:24,PTP-TC,,
,2024-10-17 12:57:02,PTP-TC,,
,1696,ptp-tc_hirschman_iec_utility,,*
,2024-10-17 13:51:07,PTP-TC,,
,2024-10-17 15:29:48,PTP-TC,,
,2024-10-17 17:33:12,PTP-TC,,
,2024-10-17 18:07:42,PTP-TC,,
,1697,ptp-tc_hirschman_ieee_tag__2step,,*
,2024-10-14 11:30:40,PTP-TC,,
,2024-10-14 12:35:31,PTP-TC,,
,2024-10-14 13:03:58,PTP-TC,,
,1697,ptp-tc_hirshman_ieee_untag_1step,,*
,1697,ptp-tc_hirshman_ieee_untag_2step,,*
,2024-10-14 13:54:57,PTP-TC,,
,1697,ptp-tc_hirshman_pp1_tag_2step,,*
,2024-10-14 14:44:29,PTP-TC,,
,1697,ptp-tc_hirshman_udp_mul_untag_2step,,*
,1697,ptp-tc_hirshman_udp_unicast_untag_2step,,*
,1697,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 15:40:54,PTP-TC,,
,1697,ptp-tc_hirschman_iec_tag_2step,,*
,2024-10-16 19:25:15,PTP-TC,,
,1697,ptp-tc_hirshman_pp1_untag_2step,,*
,2024-10-16 19:47:04,PTP-TC,,
,2024-10-17 12:57:39,PTP-TC,,
,1697,ptp-tc_hirschman_iec_utility,,*
,2024-10-17 13:51:45,PTP-TC,,
,2024-10-17 17:33:49,PTP-TC,,
,1698,ptp-tc_hirschman_ieee_tag__2step,,*
,1698,ptp-tc_hirshman_ieee_untag_1step,,*
,1698,ptp-tc_hirshman_ieee_untag_2step,,*
,1698,ptp-tc_hirshman_pp1_tag_2step,,*
,1698,ptp-tc_hirshman_udp_mul_untag_2step,,*
,1698,ptp-tc_hirshman_udp_unicast_untag_2step,,*
,2024-10-15 19:13:36,PTP-TC,,
,1698,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 15:41:37,PTP-TC,,
,1698,ptp-tc_hirschman_iec_tag_2step,,*
,2024-10-16 19:25:58,PTP-TC,,
,1698,ptp-tc_hirshman_pp1_untag_2step,,*
,1698,ptp-tc_hirschman_pp2_1step,,*
,1698,ptp-tc_hirschman_iec_utility,,*
,2024-10-17 15:29:57,PTP-TC,,
,2024-10-17 18:07:51,PTP-TC,,
,2024-10-18 15:16:25,PTP-TC,,
,SYNC and FOLLOW-UP messages received on the port	admin	2024-10-14 11:32:07	PTP-TC	protocol/Ptp-tc/Testscript/tc_conf_ptp-tc_mhg_002.tcl,,,
,SYNC and FOLLOW-UP messages received on the port	admin	2024-10-14 12:37:00	PTP-TC	protocol/Ptp-tc/Testscript/tc_conf_ptp-tc_mhg_002.tcl,,,
,SYNC and FOLLOW-UP messages received on the port	admin	2024-10-14 13:05:26	PTP-TC	protocol/Ptp-tc/Testscript/tc_conf_ptp-tc_mhg_002.tcl,,,
,SYNC and FOLLOW-UP messages received on the port	admin	2024-10-14 13:34:37	PTP-TC	protocol/Ptp-tc/Testscript/tc_conf_ptp-tc_mhg_002.tcl,,,
,SYNC and FOLLOW-UP messages received on the port	admin	2024-10-14 13:56:19	PTP-TC	protocol/Ptp-tc/Testscript/tc_conf_ptp-tc_mhg_002.tcl,,,
,1699,ptp-tc_hirshman_pp1_tag_2step,,*
,2024-10-14 14:45:49,PTP-TC,,
,1699,ptp-tc_hirshman_udp_unicast_untag_2step,,*
,2024-10-15 13:46:12,PTP-TC,,
,1699,ptp-tc_hirshman_udp_mul_untag_2step,,*
,2024-10-15 19:15:05,PTP-TC,,
,1699,ptp-tc_hirschman_pp2_tag_2step,,*
,2024-10-16 15:42:06,PTP-TC,,
,1699,ptp-tc_hirschman_iec_tag_2step,,*
,2024-10-16 19:26:28,PTP-TC,,
,1699,ptp-tc_hirshman_pp1_untag_2step,,*
,2024-10-16 19:48:28,PTP-TC,,
,2024-10-17 12:59:01,PTP-TC,,
,1699,ptp-tc_hirschman_iec_utility,,*
,2024-10-17 13:53:04,PTP-TC,,
,2024-10-17 15:30:31,PTP-TC,,
,2024-10-17 17:35:11,PTP-TC,,
,2024-10-17 18:08:26,PTP-TC,,
,2024-10-17 18:43:39,PTP-TC,,
,2024-10-17 18:48:17,PTP-TC,,
,2024-10-18 11:05:21,PTP-TC,,
,2024-10-18 11:06:24,PTP-TC,,
,2024-10-18 11:47:58,PTP-TC,,
,2024-10-18 12:15:10,PTP-TC,,
,2024-10-18 12:15:45,PTP-TC,,
,2024-10-18 12:17:26,PTP-TC,,
,2024-10-18 12:19:46,PTP-TC,,
,2024-10-18 12:20:36,PTP-TC,,
,2024-10-18 12:21:57,PTP-TC,,
,2024-10-18 12:24:36,PTP-TC,,
,2024-10-18 12:26:47,PTP-TC,,
,2024-10-18 12:51:16,PTP-TC,,
,2024-10-18 12:57:56,PTP-TC,,
,2024-10-18 13:01:32,PTP-TC,,
,2024-10-18 13:09:12,PTP-TC,,
,2024-10-18 13:11:14,PTP-TC,,
,2024-10-18 15:12:52,PTP-TC,,
,2024-10-18 15:21:10,PTP-TC,,
,1700,ptp-tc_hirschman_ieee_tag__2step,,*
,1700,ptp-tc_hirshman_ieee_untag_1step,,*
,1700,ptp-tc_hirshman_ieee_untag_2step,,*
,1700,ptp-tc_hirshman_pp1_tag_2step,,*
,1700,ptp-tc_hirshman_udp_mul_untag_2step,,*
,1700,ptp-tc_hirshman_udp_unicast_untag_2step,,*
,2024-10-15 19:16:45,PTP-TC,,
,1700,ptp-tc_hirschman_pp2_tag_2step,,*
,1700,ptp-tc_hirschman_iec_tag_2step,,*
,1700,ptp-tc_hirshman_pp1_untag_2step,,*
,1700,ptp-tc_hirschman_iec_utility,,*
,2024-10-17 15:31:34,PTP-TC,,
,2024-10-17 18:09:30,PTP-TC,,
,2024-10-17 18:50:05,PTP-TC,,
,2024-10-17 18:54:59,PTP-TC,,
,2024-10-17 18:56:47,PTP-TC,,
,2024-10-17 19:12:31,PTP-TC,,
,2024-10-17 19:13:12,PTP-TC,,
,2024-10-17 19:21:01,PTP-TC,,
,1701,ptp-tc_hirschman_ieee_tag__2step,,*
,2024-10-14 11:33:52,PTP-TC,,
,2024-10-14 12:38:44,PTP-TC,,
,2024-10-14 13:07:11,PTP-TC,,
,1701,ptp-tc_hirshman_ieee_untag_1step,,*
,2024-10-14 13:36:13,PTP-TC,,
,1701,ptp-tc_hirshman_ieee_untag_2step,,*
,2024-10-14 13:57:50,PTP-TC,,
,1701,ptp-tc_hirshman_pp1_tag_2step,,*
,1701,ptp-tc_hirshman_udp_mul_untag_2step,,*
,1701,ptp-tc_hirshman_udp_unicast_untag_2step,,*
,2024-10-15 19:18:24,PTP-TC,,
,1701,ptp-tc_hirschman_pp2_tag_2step,,*
,1701,ptp-tc_hirschman_iec_tag_2step,,*
,1701,ptp-tc_hirshman_pp1_untag_2step,,*
,1701,ptp-tc_hirschman_iec_utility,,*
,2024-10-17 15:33:32,PTP-TC,,
,2024-10-17 18:11:28,PTP-TC,,
,1702,ptp-tc_hirschman_ieee_tag__2step,,*
,1702,ptp-tc_hirshman_ieee_untag_1step,,*
,1702,ptp-tc_hirshman_ieee_untag_2step,,*
,1702,ptp-tc_hirshman_pp1_tag_2step,,*
,1702,ptp-tc_hirshman_udp_mul_untag_2step,,*
,1702,ptp-tc_hirshman_udp_unicast_untag_2step,,*
,2024-10-15 19:20:03,PTP-TC,,
,1702,ptp-tc_hirschman_pp2_tag_2step,,*
,1702,ptp-tc_hirschman_iec_tag_2step,,*
,1702,ptp-tc_hirshman_pp1_untag_2step,,*
,1702,ptp-tc_hirschman_iec_utility,,*
,2024-10-17 15:34:32,PTP-TC,,
,2024-10-17 18:12:27,PTP-TC,,
,1703,ptp-tc_hirschman_ieee_tag__2step,,*
,1703,ptp-tc_hirshman_ieee_untag_1step,,*
,1703,ptp-tc_hirshman_ieee_untag_2step,,*
,1703,ptp-tc_hirshman_pp1_tag_2step,,*
,1703,ptp-tc_hirshman_udp_mul_untag_2step,,*
,1703,ptp-tc_hirshman_udp_unicast_untag_2step,,*
